order,p_val,avg_logFC,pct.1,pct.2,p_val_adj,cluster,gene
4619,1.28E-102,-0.575825792,0.491,0.776,1.79E-98,2,Serp1
4620,1.43E-102,-0.405876614,0.765,0.92,2.00E-98,2,Pomp
4621,3.16E-102,-0.54308002,0.67,0.871,4.42E-98,2,Taldo1
4622,3.69E-102,0.478520414,0.748,0.57,5.17E-98,2,Pla2g16
4623,4.00E-102,-0.420357799,0.571,0.843,5.60E-98,2,Gdi2
4624,7.84E-102,-0.403832871,0.027,0.314,1.10E-97,2,Cd180
4625,1.43E-101,-0.848807821,0.41,0.7,2.01E-97,2,Fos
4626,2.43E-101,-0.367968939,0.039,0.329,3.40E-97,2,Rasgrp4
4627,2.85E-101,0.475737373,0.755,0.607,3.99E-97,2,Il2rg
4628,2.00E-100,-0.721180085,0.035,0.321,2.80E-96,2,Cxcl16
4629,2.02E-100,0.487799072,0.799,0.733,2.83E-96,2,Ywhaq
4630,3.64E-100,-0.388016942,0.63,0.869,5.08E-96,2,Ywhae
4631,4.58E-100,-0.477915423,0.021,0.302,6.40E-96,2,Adgre1
4632,5.43E-100,-0.46149807,0.194,0.521,7.59E-96,2,Creg1
4633,6.86E-100,-0.763822365,0.339,0.633,9.60E-96,2,Irf7
4634,7.82E-100,-1.391977346,0.119,0.423,1.09E-95,2,Fabp5
4635,1.05E-99,-0.38504269,0.034,0.315,1.47E-95,2,Il6ra
4636,1.26E-99,0.442334084,0.433,0.191,1.76E-95,2,Fam189b
4637,2.06E-99,0.352122746,0.973,0.962,2.89E-95,2,Rbm39
4638,5.51E-99,-1.239931841,0.045,0.329,7.70E-95,2,Lpl
4639,7.56E-98,-0.452877808,0.052,0.344,1.06E-93,2,Cebpb
4640,1.08E-97,0.27678224,0.999,0.994,1.51E-93,2,Sh3bgrl3
4641,1.55E-97,-0.385208817,0.035,0.315,2.16E-93,2,Themis2
4642,1.93E-97,-0.404014823,0.028,0.305,2.69E-93,2,Trib1
4643,2.09E-97,0.315440958,0.976,0.969,2.93E-93,2,Sub1
4644,2.25E-97,-0.508134298,0.122,0.442,3.15E-93,2,Aldh2
4645,3.68E-97,-0.477880232,0.035,0.314,5.14E-93,2,Rab7b
4646,7.37E-97,-0.766462455,0.036,0.313,1.03E-92,2,F13a1
4647,8.57E-97,-0.404543465,0.169,0.498,1.20E-92,2,Myd88
4648,9.19E-97,0.424372498,0.855,0.758,1.29E-92,2,Cnn2
4649,1.53E-96,-0.382309773,0.031,0.308,2.14E-92,2,Zeb2os
4650,1.96E-96,-0.405606892,0.373,0.714,2.74E-92,2,Rtn4
4651,2.36E-96,-0.341590029,0.047,0.332,3.30E-92,2,5031439G07Rik
4652,2.62E-96,-0.559178824,0.326,0.641,3.66E-92,2,Phf11b
4653,3.64E-96,-0.426356438,0.06,0.353,5.08E-92,2,Apobec1
4654,5.42E-96,0.49187319,0.533,0.298,7.57E-92,2,Ptpn22
4655,1.37E-95,-0.881344823,0.041,0.32,1.92E-91,2,Clec4n
4656,3.32E-95,-0.630381795,0.541,0.815,4.65E-91,2,Sat1
4657,3.68E-95,0.266228168,0.994,0.993,5.15E-91,2,Rps21
4658,4.25E-95,-0.744249685,0.032,0.307,5.94E-91,2,Cd14
4659,4.65E-95,-0.975097145,0.047,0.324,6.50E-91,2,Fn1
4660,4.66E-95,-0.929013231,0.29,0.586,6.52E-91,2,Bcl2a1b
4661,6.00E-95,-0.621373377,0.029,0.301,8.39E-91,2,Dab2
4662,7.14E-95,-0.342813745,0.018,0.286,9.99E-91,2,Adam15
4663,7.60E-95,0.408768703,0.355,0.143,1.06E-90,2,Cd72
4664,1.37E-94,0.268707513,0.992,0.995,1.92E-90,2,Rpl36a
4665,2.00E-94,-0.450033151,0.147,0.454,2.80E-90,2,Ehd1
4666,2.24E-94,-0.45687822,0.022,0.291,3.14E-90,2,Dpep2
4667,2.30E-94,-0.700840257,0.028,0.301,3.22E-90,2,Clec10a
4668,2.74E-94,-0.450991629,0.495,0.784,3.83E-90,2,Pitpna
4669,4.61E-94,0.251249644,0.992,0.991,6.45E-90,2,Rpl5
4670,5.00E-94,-0.423978535,0.122,0.423,6.99E-90,2,Fgr
4671,6.28E-94,-0.349409305,0.03,0.298,8.79E-90,2,Acvrl1
4672,9.77E-94,0.405338907,0.359,0.148,1.37E-89,2,Rhof
4673,1.88E-93,-0.353027523,0.028,0.295,2.64E-89,2,Tnfrsf13b
4674,2.95E-93,-0.444001345,0.044,0.324,4.12E-89,2,Slfn5
4675,3.72E-93,-0.554050746,0.752,0.89,5.20E-89,2,Rps27l
4676,4.46E-93,-0.894903635,0.403,0.595,6.23E-89,2,Fcgr3
4677,5.02E-93,-0.338219888,0.025,0.293,7.02E-89,2,Nfam1
4678,6.59E-93,-0.38080572,0.186,0.505,9.21E-89,2,Gusb
4679,6.80E-93,-0.362049524,0.024,0.291,9.50E-89,2,Fgd2
4680,2.73E-92,-0.443632184,0.023,0.288,3.82E-88,2,Ptafr
4681,3.54E-92,-0.450734105,0.204,0.528,4.95E-88,2,Tnfrsf1a
4682,6.99E-92,-0.401780765,0.201,0.524,9.78E-88,2,Atp6v1b2
4683,8.68E-92,-0.364437985,0.818,0.938,1.21E-87,2,Psma7
4684,1.32E-91,0.542017015,0.554,0.282,1.85E-87,2,Thy1
4685,2.05E-91,0.309340326,0.998,0.992,2.87E-87,2,Cd52
4686,7.37E-91,-0.435651972,0.246,0.573,1.03E-86,2,BC005537
4687,2.96E-90,-0.416192055,0.294,0.617,4.14E-86,2,Stx7
4688,3.23E-90,-0.450672101,0.032,0.297,4.52E-86,2,Cd40
4689,3.46E-90,-0.664246754,0.025,0.284,4.83E-86,2,Gm9733
4690,3.62E-90,-0.342492398,0.053,0.329,5.07E-86,2,Rab32
4691,4.62E-90,-0.351568661,0.123,0.43,6.47E-86,2,Fes
4692,5.00E-90,-0.714919113,0.028,0.289,6.99E-86,2,Pltp
4693,5.23E-90,0.476469156,0.575,0.357,7.31E-86,2,6-Sep
4694,6.78E-90,-0.560437908,0.035,0.298,9.48E-86,2,Ccnd1
4695,1.57E-89,-0.814139504,0.367,0.626,2.19E-85,2,Napsa
4696,1.93E-89,-0.729303824,0.444,0.733,2.70E-85,2,Syngr2
4697,2.78E-89,0.274471058,0.188,0.047,3.89E-85,2,Sytl2
4698,3.18E-89,0.323960095,0.229,0.067,4.44E-85,2,Lax1
4699,7.75E-89,0.367840652,0.245,0.077,1.08E-84,2,Itgb3
4700,8.56E-89,-0.696745925,0.038,0.299,1.20E-84,2,Bcl2a1a
4701,1.55E-88,0.353449651,0.955,0.927,2.17E-84,2,Ptpn18
4702,2.92E-88,-0.421120568,0.635,0.857,4.08E-84,2,Psma4
4703,3.83E-88,-0.467807433,0.505,0.769,5.35E-84,2,Atpif1
4704,8.01E-88,0.331962538,0.278,0.095,1.12E-83,2,Gata3
4705,1.81E-87,-0.393725051,0.164,0.465,2.54E-83,2,Nadk
4706,3.92E-87,0.347067744,0.9,0.891,5.48E-83,2,Dad1
4707,4.56E-87,-0.533494136,0.024,0.277,6.37E-83,2,Pla2g7
4708,6.26E-87,-0.387633892,0.056,0.322,8.76E-83,2,Ogfrl1
4709,8.31E-87,-0.31353459,0.025,0.277,1.16E-82,2,Guca1a
4710,1.89E-86,-0.344838154,0.78,0.917,2.64E-82,2,Rac1
4711,2.67E-86,-0.342415437,0.192,0.513,3.73E-82,2,Atp6ap2
4712,3.68E-86,-0.433526769,0.122,0.409,5.14E-82,2,Clic4
4713,4.48E-86,-0.392916449,0.15,0.449,6.26E-82,2,Ppm1m
4714,4.50E-86,-0.680085069,0.028,0.28,6.29E-82,2,C5ar1
4715,6.53E-86,-0.375213755,0.276,0.596,9.14E-82,2,Znhit1
4716,7.80E-86,-0.436002563,0.561,0.826,1.09E-81,2,Bax
4717,1.84E-85,0.420286627,0.429,0.202,2.57E-81,2,S1pr4
4718,3.12E-85,-0.433687177,0.501,0.778,4.36E-81,2,Bri3
4719,4.50E-85,-0.461943968,0.017,0.263,6.30E-81,2,Slamf9
4720,6.25E-85,-0.459111739,0.676,0.877,8.74E-81,2,Slfn2
4721,8.57E-85,-0.303333275,0.106,0.385,1.20E-80,2,Tspan31
4722,8.65E-85,-0.482864857,0.064,0.33,1.21E-80,2,Klf4
4723,1.10E-84,0.362804857,0.253,0.087,1.54E-80,2,Sh2d1b1
4724,1.23E-84,-0.378047605,0.024,0.272,1.71E-80,2,Sirpb1b
4725,2.08E-84,-0.373141925,0.235,0.541,2.91E-80,2,Rnpep
4726,2.18E-84,-0.364597695,0.074,0.342,3.05E-80,2,Myadm
4727,2.44E-84,-0.346232648,0.09,0.364,3.42E-80,2,Mthfd2
4728,3.30E-84,-0.407605572,0.213,0.524,4.61E-80,2,Cltc
4729,3.50E-84,-0.724155992,0.133,0.418,4.90E-80,2,Tmem176b
4730,5.62E-84,-0.396567243,0.162,0.457,7.85E-80,2,Kctd12
4731,1.83E-83,0.455627526,0.502,0.295,2.56E-79,2,Itgal
4732,2.01E-83,0.500443908,0.554,0.354,2.82E-79,2,Pld3
4733,2.07E-83,-0.411328659,0.021,0.267,2.90E-79,2,Cyp4f18
4734,5.06E-83,-0.37877431,0.202,0.511,7.08E-79,2,Fam111a
4735,6.06E-83,-0.476803544,0.037,0.288,8.47E-79,2,Fcgrt
4736,1.25E-82,-0.374248977,0.214,0.518,1.75E-78,2,Trafd1
4737,1.45E-82,-0.344827014,0.073,0.333,2.03E-78,2,Dck
4738,1.97E-82,-0.347980754,0.023,0.264,2.75E-78,2,Ptpro
4739,2.03E-82,-0.364135772,0.04,0.289,2.84E-78,2,Bmyc
4740,2.52E-82,-0.573547534,0.03,0.275,3.52E-78,2,Mrc1
4741,3.50E-82,-0.357862619,0.211,0.518,4.90E-78,2,Mvp
4742,7.00E-82,-0.535895528,0.199,0.484,9.79E-78,2,Lilr4b
4743,8.61E-82,-0.472428192,0.148,0.433,1.20E-77,2,Itgam
4744,1.29E-81,0.374248831,0.282,0.104,1.80E-77,2,Jakmip1
4745,1.34E-81,0.280727459,0.188,0.05,1.87E-77,2,Tnik
4746,1.66E-81,-0.406351926,0.351,0.659,2.32E-77,2,Xbp1
4747,6.42E-81,-0.287074169,0.058,0.315,8.98E-77,2,Plin3
4748,1.16E-80,-0.42093512,0.84,0.951,1.63E-76,2,Psme2
4749,3.02E-80,0.422941902,0.425,0.216,4.23E-76,2,Spn
4750,3.06E-80,0.512213685,0.405,0.21,4.29E-76,2,1700025G04Rik
4751,3.61E-80,-0.340373234,0.366,0.694,5.04E-76,2,Rhog
4752,5.21E-80,0.272663483,0.196,0.054,7.29E-76,2,Cxxc5
4753,5.47E-80,-0.338693225,0.275,0.589,7.65E-76,2,Hmox2
4754,8.19E-80,-0.444735942,0.355,0.66,1.15E-75,2,Atp2b1
4755,9.52E-80,-0.621902055,0.063,0.314,1.33E-75,2,Ier3
4756,5.34E-79,-0.313026015,0.123,0.403,7.47E-75,2,Reep3
4757,6.60E-79,-0.4342161,0.025,0.259,9.23E-75,2,Hfe
4758,7.18E-79,-0.314707668,0.057,0.309,1.00E-74,2,Slc31a2
4759,7.33E-79,-0.338345129,0.389,0.707,1.03E-74,2,Mrpl54
4760,9.27E-79,-0.319995851,0.119,0.4,1.30E-74,2,Snx10
4761,1.21E-78,-0.40127895,0.192,0.477,1.69E-74,2,Tubb6
4762,1.57E-78,-0.331755372,0.267,0.584,2.19E-74,2,Tor1aip1
4763,1.64E-78,-0.298563748,0.037,0.279,2.30E-74,2,Gpr146
4764,4.88E-78,-0.361296297,0.333,0.633,6.82E-74,2,Rab1a
4765,5.06E-78,-0.292578369,0.983,0.989,7.07E-74,2,Arpc1b
4766,6.33E-78,-0.361099838,0.018,0.248,8.85E-74,2,Hacd4
4767,7.97E-78,0.295605194,0.268,0.096,1.11E-73,2,Ifng
4768,9.59E-78,-0.630958521,0.033,0.269,1.34E-73,2,F10
4769,2.61E-77,-0.302147663,0.048,0.295,3.66E-73,2,Slc43a2
4770,4.47E-77,-0.273920382,0.045,0.29,6.25E-73,2,Sgk3
4771,5.50E-77,-0.369063671,0.143,0.422,7.69E-73,2,Rnf149
4772,5.53E-77,-0.296852992,0.198,0.502,7.73E-73,2,Scamp2
4773,6.13E-77,-0.38322885,0.676,0.865,8.57E-73,2,Smdt1
4774,1.45E-76,-0.321100926,0.044,0.282,2.02E-72,2,Plod3
4775,1.66E-76,-0.402102521,0.337,0.639,2.31E-72,2,Vsir
4776,1.77E-76,0.412742749,0.277,0.104,2.47E-72,2,Cd160
4777,5.01E-76,-0.383234169,0.077,0.334,7.01E-72,2,H1f0
4778,7.39E-76,-0.282874716,0.031,0.262,1.03E-71,2,Pak1
4779,1.03E-75,0.27597302,0.968,0.973,1.44E-71,2,Uqcrh
4780,1.21E-75,0.433775009,0.742,0.539,1.70E-71,2,Ccnd2
4781,2.58E-75,-0.292528986,0.028,0.255,3.60E-71,2,Gpr35
4782,1.33E-74,-0.370619077,0.225,0.517,1.86E-70,2,Hexb
4783,3.14E-74,-0.270029568,0.027,0.254,4.39E-70,2,Ltbr
4784,4.64E-74,-0.310251917,0.091,0.341,6.49E-70,2,Bri3bp
4785,1.13E-73,-0.441330012,0.023,0.245,1.58E-69,2,Mcemp1
4786,1.40E-73,-1.030842325,0.038,0.267,1.96E-69,2,Il1b
4787,1.53E-73,-0.338077979,0.02,0.24,2.13E-69,2,Ppfia4
4788,2.16E-73,-0.301043321,0.123,0.391,3.03E-69,2,Mfsd1
4789,3.86E-73,-0.290361014,0.156,0.436,5.41E-69,2,Ywhag
4790,3.90E-73,-0.417145115,0.197,0.482,5.46E-69,2,Irgm1
4791,4.34E-73,-0.34358833,0.021,0.24,6.07E-69,2,Nucb2
4792,5.13E-73,-0.357970753,0.209,0.489,7.18E-69,2,Man2b1
4793,6.21E-73,-0.433425194,0.041,0.271,8.68E-69,2,Il18bp
4794,9.35E-73,-0.323627852,0.346,0.65,1.31E-68,2,Necap2
4795,1.14E-72,-0.525826676,0.22,0.503,1.59E-68,2,Smpdl3a
4796,1.48E-72,-0.359328631,0.982,0.996,2.07E-68,2,Hspa8
4797,1.49E-72,-1.706984095,0.143,0.385,2.09E-68,2,Ccl7
4798,1.94E-72,-0.296858907,0.082,0.332,2.71E-68,2,Susd3
4799,2.34E-72,-0.418165575,0.018,0.236,3.28E-68,2,Clec4b1
4800,2.50E-72,0.292536495,0.192,0.058,3.50E-68,2,C1qtnf6
4801,2.59E-72,-0.302260179,0.025,0.244,3.62E-68,2,Il13ra1
4802,3.13E-72,-0.288284098,0.119,0.386,4.38E-68,2,Pgap2
4803,3.38E-72,-0.315936292,0.02,0.237,4.72E-68,2,Dok3
4804,5.43E-72,-0.323619823,0.393,0.699,7.59E-68,2,Coro1b
4805,7.95E-72,0.462592721,0.352,0.169,1.11E-67,2,Tecpr1
4806,1.53E-71,-0.346736924,0.213,0.492,2.14E-67,2,Ehd4
4807,5.05E-71,0.354049836,0.288,0.12,7.07E-67,2,Padi2
4808,7.03E-71,-0.408208415,0.022,0.238,9.84E-67,2,Tnfaip2
4809,2.92E-70,-0.346828608,0.51,0.778,4.09E-66,2,Tmed10
4810,3.30E-70,-0.291053038,0.025,0.239,4.62E-66,2,Cpne2
4811,3.36E-70,-0.283293882,0.041,0.267,4.69E-66,2,Parp12
4812,5.52E-70,0.339251141,0.268,0.106,7.72E-66,2,Adora2a
4813,6.96E-70,-0.419293397,0.03,0.247,9.73E-66,2,Cnn3
4814,7.89E-70,-0.290981526,0.044,0.272,1.10E-65,2,Bach1
4815,8.82E-70,-0.374625552,0.489,0.759,1.23E-65,2,Tap1
4816,1.28E-69,0.50655941,0.66,0.566,1.79E-65,2,Itgb1
4817,1.37E-69,-0.309548328,0.173,0.452,1.92E-65,2,Pepd
4818,1.92E-69,-0.341181018,0.038,0.259,2.68E-65,2,Il18
4819,3.25E-69,-0.288192137,0.837,0.943,4.54E-65,2,Arpc5
4820,3.30E-69,-0.359737543,0.028,0.242,4.62E-65,2,Gm5150
4821,5.00E-69,-0.359147936,0.022,0.234,6.99E-65,2,Ms4a8a
4822,5.07E-69,-0.321149688,0.022,0.233,7.09E-65,2,Rab3il1
4823,5.10E-69,-0.367619421,0.342,0.64,7.13E-65,2,Litaf
4824,5.14E-69,-0.312975688,0.257,0.55,7.19E-65,2,Fam174a
4825,6.59E-69,0.314284239,0.929,0.903,9.21E-65,2,Calm2
4826,7.50E-69,-0.266098588,0.021,0.23,1.05E-64,2,Plxnb2
4827,8.49E-69,-0.288729735,0.216,0.5,1.19E-64,2,Edem1
4828,8.95E-69,-0.320791573,0.153,0.419,1.25E-64,2,Gng12
4829,1.10E-68,-0.276180362,0.031,0.249,1.54E-64,2,Idh1
4830,1.15E-68,0.534760818,0.134,0.031,1.60E-64,2,Klra1
4831,1.27E-68,-0.402286581,0.096,0.341,1.78E-64,2,Furin
4832,1.35E-68,-0.591191382,0.022,0.232,1.89E-64,2,Mgst1
4833,1.36E-68,-0.41740656,0.19,0.467,1.91E-64,2,Nfe2l2
4834,1.64E-68,-0.276931387,0.102,0.361,2.30E-64,2,Kdm7a
4835,2.81E-68,-0.580735839,0.389,0.628,3.92E-64,2,Metrnl
4836,3.16E-68,-0.280539728,0.061,0.284,4.42E-64,2,Alcam
4837,3.70E-68,-0.280751781,0.112,0.37,5.17E-64,2,Jarid2
4838,3.76E-68,-0.253620847,0.032,0.249,5.26E-64,2,Slc29a3
4839,4.28E-68,-0.3309241,0.136,0.396,5.98E-64,2,Vrk1
4840,4.41E-68,-0.38129908,0.02,0.228,6.17E-64,2,Pilra
4841,5.23E-68,-0.336981589,0.363,0.649,7.32E-64,2,Twf2
4842,6.01E-68,-0.337133404,0.826,0.94,8.40E-64,2,Eif4a1
4843,8.17E-68,-0.254331155,0.164,0.443,1.14E-63,2,Tmem55b
4844,8.17E-68,-0.295168359,0.061,0.295,1.14E-63,2,Tmem51
4845,1.10E-67,-0.340724077,0.162,0.425,1.54E-63,2,Mpp1
4846,1.20E-67,0.385354111,0.804,0.769,1.68E-63,2,Rabac1
4847,1.37E-67,-0.2597461,0.051,0.278,1.92E-63,2,Idh2
4848,1.51E-67,-1.872435874,0.132,0.358,2.12E-63,2,C1qb
4849,1.77E-67,-0.367920979,0.517,0.777,2.47E-63,2,Tkt
4850,2.21E-67,-0.253502055,0.031,0.243,3.09E-63,2,Scarb1
4851,2.67E-67,-0.303766215,0.017,0.221,3.73E-63,2,Lyl1
4852,4.60E-67,-0.263282127,0.016,0.219,6.44E-63,2,Cysltr1
4853,6.06E-67,-0.29761378,0.323,0.613,8.48E-63,2,Atp6v0d1
4854,9.85E-67,0.403958048,0.89,0.871,1.38E-62,2,Jund
4855,1.21E-66,-0.506464947,0.038,0.249,1.70E-62,2,H2-DMb2
4856,1.61E-66,-0.274177666,0.026,0.234,2.25E-62,2,Ciita
4857,1.85E-66,0.272731196,0.771,0.648,2.59E-62,2,Irf8
4858,2.11E-66,-0.28650126,0.137,0.399,2.95E-62,2,Ap2a2
4859,2.12E-66,0.269033084,0.167,0.048,2.96E-62,2,Fhl2
4860,2.39E-66,-0.272865066,0.022,0.227,3.35E-62,2,Lsr
4861,4.51E-66,0.264253028,0.967,0.978,6.31E-62,2,Pfdn5
4862,4.85E-66,-0.409948618,0.343,0.63,6.78E-62,2,Cd44
4863,5.13E-66,-0.762241919,0.038,0.252,7.17E-62,2,Hspa1a
4864,6.19E-66,-0.276970475,0.085,0.318,8.65E-62,2,Vwa5a
4865,6.88E-66,-0.355170871,0.13,0.378,9.62E-62,2,Oas1a
4866,6.97E-66,0.385785068,0.725,0.654,9.75E-62,2,Mdh1
4867,9.25E-66,-0.31440229,0.054,0.273,1.29E-61,2,Hk2
4868,1.27E-65,-0.265222952,0.07,0.299,1.78E-61,2,Cd2ap
4869,1.31E-65,-0.344893046,0.488,0.761,1.84E-61,2,Rab5c
4870,1.76E-65,-0.309071014,0.333,0.625,2.45E-61,2,Rexo2
4871,2.54E-65,-0.386874394,0.028,0.233,3.55E-61,2,Tnip3
4872,4.66E-65,-0.289836923,0.252,0.539,6.51E-61,2,Orai1
4873,5.77E-65,0.28125794,0.99,0.991,8.07E-61,2,Pfn1
4874,6.37E-65,-0.252190429,0.014,0.21,8.91E-61,2,Myof
4875,1.56E-64,-0.493513302,0.09,0.314,2.19E-60,2,Lair1
4876,2.05E-64,0.3562688,0.828,0.787,2.87E-60,2,Vasp
4877,4.98E-64,-0.263738767,0.035,0.241,6.96E-60,2,Tctex1d2
4878,5.92E-64,0.472989143,0.526,0.386,8.28E-60,2,Acot7
4879,1.19E-63,-0.28231345,0.11,0.354,1.67E-59,2,Il4ra
4880,2.22E-63,0.271739267,0.162,0.047,3.10E-59,2,Camk2b
4881,2.56E-63,0.308751214,0.397,0.195,3.59E-59,2,Cd247
4882,3.26E-63,-0.342373145,0.501,0.763,4.55E-59,2,Gltp
4883,3.58E-63,-0.308212063,0.375,0.665,5.00E-59,2,Glud1
4884,4.80E-63,-0.261785312,0.079,0.301,6.72E-59,2,Soat1
4885,5.42E-63,-0.328148419,0.262,0.544,7.58E-59,2,Zfand5
4886,6.11E-63,-0.35175072,0.163,0.409,8.54E-59,2,Pmvk
4887,7.81E-63,-0.322586337,0.959,0.982,1.09E-58,2,Psmb8
4888,8.38E-63,0.253879081,0.969,0.974,1.17E-58,2,Eif3f
4889,1.05E-62,-0.424994631,0.028,0.228,1.47E-58,2,Emp1
4890,1.20E-62,0.372877891,0.768,0.747,1.68E-58,2,Supt4a
4891,1.84E-62,0.296772466,0.228,0.085,2.57E-58,2,Lamb3
4892,1.98E-62,-0.438918626,0.075,0.292,2.76E-58,2,Amica1
4893,2.05E-62,-0.575675257,0.071,0.287,2.86E-58,2,Ifit3
4894,2.31E-62,-1.460347025,0.085,0.294,3.23E-58,2,C1qc
4895,2.53E-62,-0.439622937,0.844,0.939,3.54E-58,2,Pkm
4896,2.58E-62,0.398267793,0.298,0.136,3.61E-58,2,Zbtb20
4897,4.01E-62,-0.26076464,0.104,0.334,5.61E-58,2,Prdx4
4898,4.58E-62,0.417826713,0.374,0.203,6.41E-58,2,Peak1
4899,5.27E-62,0.302379575,0.91,0.91,7.37E-58,2,Cd47
4900,5.28E-62,-0.360386533,0.794,0.905,7.39E-58,2,Emp3
4901,5.33E-62,-0.273288475,0.142,0.401,7.45E-58,2,Klf3
4902,1.51E-61,-0.56284339,0.114,0.339,2.11E-57,2,Maf
4903,2.27E-61,0.326495276,0.365,0.176,3.17E-57,2,Zap70
4904,2.77E-61,-0.261451813,0.271,0.565,3.87E-57,2,Ubl3
4905,2.98E-61,-0.825287042,0.031,0.225,4.17E-57,2,Hp
4906,3.88E-61,-0.254596673,0.029,0.222,5.43E-57,2,Tns3
4907,6.06E-61,-0.26785048,0.229,0.509,8.47E-57,2,Ikbkb
4908,6.12E-61,-0.312416011,0.336,0.614,8.55E-57,2,Atp1a1
4909,7.14E-61,0.352074267,0.44,0.24,9.98E-57,2,Cxcr3
4910,8.22E-61,0.363793654,0.308,0.151,1.15E-56,2,Alad
4911,1.22E-60,0.2845889,0.89,0.9,1.71E-56,2,Gm9493
4912,1.63E-60,0.391610375,0.694,0.613,2.28E-56,2,Anxa6
4913,1.74E-60,-0.269467935,0.908,0.965,2.43E-56,2,Ybx1
4914,1.82E-60,-0.259288754,0.248,0.529,2.55E-56,2,Ak2
4915,2.09E-60,-0.267736737,0.099,0.325,2.92E-56,2,Slc31a1
4916,2.41E-60,-0.309426149,0.36,0.644,3.36E-56,2,Fkbp2
4917,6.66E-60,-0.271627511,0.037,0.235,9.32E-56,2,Fam129b
4918,7.30E-60,-0.548375455,0.179,0.412,1.02E-55,2,Fdps
4919,2.39E-59,-0.302961079,0.539,0.795,3.35E-55,2,Prdx2
4920,2.85E-59,0.36103328,0.752,0.723,3.98E-55,2,Tonsl
4921,3.53E-59,-0.262679583,0.018,0.201,4.94E-55,2,Cd300ld
4922,5.52E-59,0.467659677,0.426,0.264,7.72E-55,2,Pik3r1
4923,7.42E-59,-0.274028772,0.118,0.352,1.04E-54,2,Gch1
4924,9.26E-59,-0.273066616,0.078,0.291,1.30E-54,2,Camkk2
4925,1.15E-58,-0.300561907,0.073,0.285,1.60E-54,2,Kcnn4
4926,1.16E-58,0.346423792,0.768,0.673,1.63E-54,2,Apobec3
4927,1.21E-58,-0.295933712,0.518,0.78,1.70E-54,2,Rab7
4928,1.63E-58,0.295933512,0.187,0.061,2.27E-54,2,Nrgn
4929,3.13E-58,-0.264214091,0.092,0.309,4.37E-54,2,Dhx58
4930,3.38E-58,0.440736589,0.511,0.372,4.73E-54,2,Cetn2
4931,5.10E-58,-0.284300311,0.156,0.398,7.13E-54,2,Tor3a
4932,6.02E-58,-0.307342807,0.977,0.977,8.42E-54,2,Cyba
4933,1.55E-57,-0.26913714,0.054,0.258,2.17E-53,2,Cd300lf
4934,1.68E-57,-0.279355146,0.205,0.452,2.35E-53,2,Comt
4935,1.90E-57,-0.392533705,0.076,0.285,2.66E-53,2,Qpct
4936,2.06E-57,0.450279964,0.509,0.325,2.88E-53,2,Rgs1
4937,2.18E-57,-0.251789375,0.284,0.563,3.05E-53,2,Rsu1
4938,2.75E-57,0.371664196,0.608,0.454,3.85E-53,2,H2afv
4939,3.05E-57,-0.264478206,0.314,0.593,4.27E-53,2,Atp6ap1
4940,3.09E-57,-0.285572904,0.073,0.278,4.32E-53,2,Oas3
4941,3.21E-57,-0.380138315,0.118,0.339,4.49E-53,2,Cbfa2t3
4942,4.16E-57,-1.071101991,0.021,0.202,5.82E-53,2,Chil3
4943,4.40E-57,0.258729305,0.202,0.073,6.16E-53,2,Pglyrp2
4944,5.23E-57,-0.261883194,0.132,0.365,7.32E-53,2,Ethe1
4945,6.17E-57,-0.301672186,0.047,0.24,8.63E-53,2,Avpi1
4946,7.12E-57,-0.253144058,0.133,0.367,9.96E-53,2,Atp6v1a
4947,7.89E-57,0.374491246,0.725,0.694,1.10E-52,2,Gabarapl2
4948,1.19E-56,0.316843529,0.294,0.137,1.66E-52,2,Pitpnc1
4949,1.54E-56,-0.286163341,0.015,0.193,2.15E-52,2,Tlr2
4950,2.75E-56,-0.285555607,0.054,0.255,3.84E-52,2,Rgl1
4951,2.88E-56,-0.388800779,0.498,0.737,4.03E-52,2,Snx5
4952,3.26E-56,0.279152276,0.301,0.133,4.56E-52,2,Tcf7
4953,4.37E-56,-1.054553404,0.127,0.322,6.12E-52,2,Cd3d
4954,8.27E-56,-0.301275128,0.088,0.299,1.16E-51,2,Phf11a
4955,9.00E-56,-0.526313407,0.345,0.586,1.26E-51,2,Dusp1
4956,1.15E-55,0.268893445,0.998,0.826,1.61E-51,2,Tyrobp
4957,1.20E-55,-0.274683065,0.371,0.647,1.68E-51,2,Atg3
4958,1.48E-55,0.259851436,1,0.999,2.07E-51,2,Malat1
4959,2.99E-55,-0.376231365,0.064,0.259,4.18E-51,2,Basp1
4960,6.71E-55,0.258534147,0.21,0.08,9.38E-51,2,Gpr174
4961,7.11E-55,-0.396520997,0.024,0.201,9.94E-51,2,Trem2
4962,7.29E-55,-0.53439378,0.107,0.317,1.02E-50,2,Tmem176a
4963,9.69E-55,-0.509764338,0.173,0.405,1.35E-50,2,Socs3
4964,1.67E-54,0.452859842,0.627,0.485,2.34E-50,2,Ypel3
4965,2.11E-54,-0.254949742,0.104,0.318,2.95E-50,2,Ccdc88a
4966,2.15E-54,-0.280634553,0.841,0.944,3.01E-50,2,Actr3
4967,2.51E-54,0.298558731,0.317,0.153,3.51E-50,2,Sla2
4968,2.63E-54,-0.568173789,0.03,0.207,3.67E-50,2,Il1rn
4969,2.87E-54,-0.289171529,0.44,0.705,4.01E-50,2,Timm10b
